ID;Standort-Nr;Baumhoehe_akt_m;Stammanzahl_akt_anz;Stammdurchmesser_akt_cm;Stammumfang_akt_cm;Kronendurchmesser_akt_cm;Pflanzjahr;Standalter_geschaetzt_jahr;ref_Baumart;ref_Baumart_botanisch;gis_komplex_UTM;ref_Objekt_Name;ref_Objekt_stat_Bezirk;ref_Objekt_Number;ref_Objekt_Name_Number
00008100:000dcd06;48;20,78;;92,31;290;11,76;1942;81;Wei�-Eiche;Quercus alba ;POINT (404715.8309 5755246.0204);VG INSELBOGEN;32;53220;20 53220 VG INSELBOGEN
00008100:000dcd11;15;15,42;;;;6,37;;;Unbekannt;Unbekannt;POINT (404803.4725 5755783.0634);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcd1b;18;19,66;;;;8,2;;;Unbekannt;Unbekannt;POINT (404687.3837 5755798.372);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcd22;44;13,88;1;58,25;183;8;1972;51;Robinie;Robinia pseudoacacia*;POINT (404724.5907 5755531.3192);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dcd2e;21;11,54;1;28;87,96;9;1997;26;Kirsche;Prunus spec.;POINT (404544.9071 5755253.2186);VG OBERSCHLESIER STRASSE;32;53224;20 53224 VG OBERSCHLESIER STRASSE
00008100:000dcd40;3;21,76;;;;7,95;;;Unbekannt;Unbekannt;POINT (404860.9598 5755148.2401);VG INSELGARTEN;32;53232;20 53232 VG INSELGARTEN
00008100:000dcd42;22;13,48;;;;6,47;;;Unbekannt;Unbekannt;POINT (404738.3309 5755948.7157);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcd5a;23;14,24;;;;8,84;;;Unbekannt;Unbekannt;POINT (404828.9608 5755937.0106);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcd5f;55;12,98;;35,01;110;4,64;1982;41;Hainbuche;Carpinus betulus*;POINT (404748.079 5755244.3524);VG INSELBOGEN;32;53220;20 53220 VG INSELBOGEN
00008100:000dd046;1;12,02;;;;3,49;;;Unbekannt;Unbekannt;POINT (404869.7177 5756011.2362);�G JESUITENFRIEDHOF IM PARK SENTMARING;32;13208;20 13208 �G JESUITENFRIEDHOF IM PARK SENTMARING
00008100:000dd048;113;3,99;;;;3,28;;;Unbekannt;Unbekannt;POINT (404899.8456 5756005.0653);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd04e;104;23;1;73;230;9;1932;91;Hainbuche;Carpinus betulus*;POINT (404946.2399 5756000.256);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd051;117;9,92;;;;3,04;;;Unbekannt;Unbekannt;POINT (404821.7196 5756032.3856);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd053;119;25,18;;;;8,1;;;Unbekannt;Unbekannt;POINT (404833.4052 5756019.2255);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd077;106;9;1;34;106;4;1982;41;Abendl�ndischer Lebensbaum;Thuja occidentalis ;POINT (404950.3722 5756014.731);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd082;158;24,99;;;;8,89;;;Unbekannt;Unbekannt;POINT (404928.2225 5756045.0673);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd084;114;23;1;47;148;11;1932;91;Spitz-Ahorn;Acer platanoides*;POINT (404960.969 5756025.815);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd08a;163;5,91;;;;3,19;;;Unbekannt;Unbekannt;POINT (404909.3544 5756076.2675);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd091;167;6,57;;;;2,35;;;Unbekannt;Unbekannt;POINT (404898.6083 5756096.4716);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd095;170;19,72;;;;6,97;;;Unbekannt;Unbekannt;POINT (404931.4774 5756074.6962);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd09c;163;4;0;0;0;4;2017;6;Schwarzer Holunder;Sambucus nigra*;POINT (404822.4784 5756103.615);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dc681;70;8,07;;;;4,76;;;Unbekannt;Unbekannt;POINT (404728.0204 5754936.5184);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc68e;10;22,31;1;50;157,08;7,86;1977;46;H�nge-Birke, Wei�-Birke;Betula pendula*;POINT(404763.814662532298825681209564208984375 5754906.88449071161448955535888671875);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000dc690;11;17,91;1;78;245,04;12,25;1942;81;Stiel-Eiche;Quercus robur*;POINT (404740.3583 5754916.6737);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000dc692;12;13,77;1;45;141,37;9;1982;41;Hainbuche;Carpinus betulus*;POINT (404761.9647 5754929.5595);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000dc696;15;8;1;25;78,54;4;1992;31;Spitz-Ahorn;Acer platanoides*;POINT (404351.7401 5754814.899);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dc6a2;8;22,04;;60;188,5;8,98;1972;51;Gemeine Esche;Fraxinus excelsior*;POINT (404798.6776 5754911.5907);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000dc6a7;42;12,83;1;18;56,55;4,04;2012;11;Feld-Ahorn;Acer campestre*;POINT (404744.9716 5754955.3329);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dc6aa;43;23,02;;;;8,14;;;Unbekannt;Unbekannt;POINT (404761.454 5754950.3202);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dca6f;12;7,35;;20;62,83;5;2002;21;Eberesche;Sorbus aucuparia ;POINT (404270.4462 5755002.7626);VG R�PINGSTRASSE;32;53225;20 53225 VG R�PINGSTRASSE
00008100:000dca72;56;9;1;23;73;7;1982;41;Spitz-Ahorn;Acer platanoides*;POINT (404980.7499 5755764.509);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dca75;59;17;1;57;179;11;1912;111;Spitz-Ahorn;Acer platanoides*;POINT (404958.1708 5755755.274);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dca7b;81;18;1;110;345,58;18;1922;101;Stiel-Eiche;Quercus robur*;POINT (404433.121 5755291.779);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dca81;80;12;1;22;69,12;7;1987;36;Stiel-Eiche;Quercus robur*;POINT (404437.9071 5755276.581);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dca85;3;15,24;;;;8,63;;;Unbekannt;Unbekannt;POINT (404442.5429 5755373.4579);VG PARKPLATZ + WC AM INSELBOGEN/R.V.E.;32;53219;20 53219 VG PARKPLATZ + WC AM INSELBOGEN/R.V.E.
00008100:000dca8a;128;8;1;23;72;6;1982;41;Berg-Ahorn;Acer pseudoplatanus*;POINT (404933.3934 5755733.065);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dca8e;125;8;1;23;73;6;1982;41;Spitz-Ahorn;Acer platanoides*;POINT (404912.4198 5755723.862);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dca91;124;8;1;18;58;6;1992;31;Spitz-Ahorn;Acer platanoides*;POINT (404904.7743 5755719.252);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dc84a;31;1;0;0;0;1;2021;2;;Standort ohne Baum;POINT (404401.4862 5754952.26);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dc9d6;4;13;1;54;169;7;1882;141;Sommer-Linde;Tilia platyphyllos ;POINT (404854.5985 5755944.901);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcda2;6;18,27;1;60,8;191;13;1972;51;Robinie;Robinia pseudoacacia*;POINT(404745.0894691071589477360248565673828125 5755441.369758057408034801483154296875);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dcdad;7;12,78;1;24,51;77;6;2007;16;Robinie;Robinia pseudoacacia*;POINT (404729.0878 5755562.618);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dcdb1;14;20,18;;75;235,62;5,94;1972;51;Esche;Fraxinus spec.;POINT (404874.41 5755156.7753);VG GUT INSEL;32;53233;20 53233 VG GUT INSEL
00008100:000dce81;7;19,68;;;;6,9;;;Unbekannt;Unbekannt;POINT (404684.662 5755254.3124);VG INSELBOGEN;32;53220;20 53220 VG INSELBOGEN
00008100:000dce83;2;9,63;1;18,78;59;5;2007;16;Schmalbl�ttrige Esche;Fraxinus angustifolia*;POINT (404757.2675 5755634.4511);VG GR�NER GRUND;32;53237;20 53237 VG GR�NER GRUND
00008100:000dce89;110;5;1;53;168;7;1952;71;Japanische Bl��ten-Kirsche;Prunus serrulata 'Kanzan' ;POINT (404804.6952 5755635.234);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dce8b;111;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404818.455 5755633.467);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dce9b;22;11,46;;31,83;100;4,37;1997;26;Berg-Ahorn;Acer pseudoplatanus*;POINT (404609.5995 5755269.2655);VG INSELBOGEN;32;53220;20 53220 VG INSELBOGEN
00008100:000dceac;100;1;1;0;1;1;2021;1;;Standort ohne Baum;POINT (404653.9315 5755675.835);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dceae;91;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404656.4003 5755692.269);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dceb6;2;16,43;;20;62,83;2,74;2002;21;Baum-Hasel;Corylus colurna ;POINT (404616.2294 5755198.8768);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000dceb9;5;20,53;2;30;94,25;8;1992;31;Sal-Weide;Salix caprea ;POINT(404592.116734185139648616313934326171875 5755183.017585298977792263031005859375);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000dd0bc;174;28,51;;;;9,38;;;Unbekannt;Unbekannt;POINT (404923.8466 5756057.1669);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd0bf;143;33;1;170;533;22;1592;431;Stiel-Eiche;Quercus robur*;POINT (404856.2616 5756007.663);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd0c6;107;26,44;;;;5,57;;;Unbekannt;Unbekannt;POINT (404860.4823 5756056.9481);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd0cb;52;7;1;18;56;5;1992;31;Spitz-Ahorn;Acer platanoides*;POINT (404969.7841 5756159.676);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:000dd0df;62;9;1;57;179;9;1912;111;Spitz-Ahorn;Acer platanoides*;POINT (404957.6337 5756241.88);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:000dd0e1;47;8;1;21;66;5;1982;41;Spitz-Ahorn;Acer platanoides*;POINT (404986.6388 5756127.52);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:000dd0f2;9;7,08;;;;3,76;;;Unbekannt;Unbekannt;POINT (404920.6532 5756071.9755);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd11b;43;14,54;;;;5,9;;;Unbekannt;Unbekannt;POINT (404868.6571 5756023.3319);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dca95;180;31;1;98;307;15;1772;251;Winter-Linde;Tilia cordata*;POINT (404810.4745 5755994.892);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dca9b;66;9;1;30;94;7;1962;61;Berg-Ahorn;Acer pseudoplatanus*;POINT (404894.3613 5755728.37);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dca9e;123;15;1;43;136;8;1942;81;Berg-Ahorn;Acer pseudoplatanus*;POINT (404897.913 5755716.724);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dcaaa;75;17;1;61;193;12;1902;121;Spitz-Ahorn;Acer platanoides*;POINT (404853.5243 5755677.869);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dcab7;101;24;1;53;166;8;1952;71;Hainbuche;Carpinus betulus*;POINT (404925.8193 5755997.8);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcabf;31;5;1;14;44;3;1992;31;Gemeine Eibe;Taxus baccata*;POINT (404644.4833 5755006.499);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcac2;32;17;1;40;125,66;8;1982;41;Winter-Linde;Tilia cordata*;POINT (404654.1073 5755004.072);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcac7;69;9;1;19,1;60;4;2007;16;Echte Walnuss;Juglans regia ;POINT(404822.0071647085133008658885955810546875 5755013.5937646888196468353271484375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dcaca;44;18;1;115;361,28;18;1872;151;Stiel-Eiche;Quercus robur*;POINT (404416.868 5755008.241);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dcadb;91;15;1;60;188,5;9;1962;61;Schwarz-Kiefer;Pinus nigra ;POINT(404567.477400002069771289825439453125 5755038.50800000317394733428955078125);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcae0;35;11,37;1;27;84,82;5;1987;36;Winter-Linde;Tilia cordata*;POINT (404534.8915 5755063.5497);VG GUT INSEL;32;53233;20 53233 VG GUT INSEL
00008100:000dcae4;6;10,73;1;27;84,82;4,3;1997;26;Rot-Ahorn;Acer rubrum*;POINT (404975.0184 5755587.412);VG BREISACHER WEG;32;53239;20 53239 VG BREISACHER WEG
00008100:000dcae6;5;11,82;1;23;72,26;2,75;1997;26;Rot-Ahorn;Acer rubrum*;POINT (404960.2274 5755583.5214);VG BREISACHER WEG;32;53239;20 53239 VG BREISACHER WEG
00008100:000dcaed;37;12,69;;35;109,96;7,5;1987;36;Winter-Linde;Tilia cordata*;POINT (404554.7274 5755059.4921);VG GUT INSEL;32;53233;20 53233 VG GUT INSEL
00008100:000dcaef;40;12,8;1;38;119,38;8;1987;36;Winter-Linde;Tilia cordata*;POINT (404561.0243 5755064.4891);VG GUT INSEL;32;53233;20 53233 VG GUT INSEL
00008100:000dcaf9;1;7;1;18;56,55;2;2002;21;Baum-Hasel;Corylus colurna ;POINT (404585.8498 5755024.999);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcafb;2;13,58;1;36,92;116;4,27;1962;61;Spitz-Ahorn;Acer platanoides*;POINT (404879.5184 5755644.1141);VG HEIMST�TTENWEG;32;53207;20 53207 VG HEIMST�TTENWEG
00008100:000dcb00;11;6;1;18;56,55;2;2002;21;Baum-Hasel;Corylus colurna ;POINT (404589.0331 5755043.604);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcb03;4;15,06;1;35,01;110;3,91;1962;61;Spitz-Ahorn;Acer platanoides*;POINT (404873.3583 5755643.7694);VG HEIMST�TTENWEG;32;53207;20 53207 VG HEIMST�TTENWEG
00008100:000dcec9;10;23,34;1;92;289,03;11,12;1962;61;Esche;Fraxinus spec.;POINT (404906.7753 5755167.3202);VG GUT INSEL;32;53233;20 53233 VG GUT INSEL
00008100:000dceca;8;10,43;1;40,11;126;5,65;1992;31;Mehlbeere;Sorbus spec.;POINT (404927.6913 5755136.8221);VG HABICHTSH�HE;32;53235;20 53235 VG HABICHTSH�HE
00008100:000dced5;203;24,53;;;;6,12;;;Unbekannt;Unbekannt;POINT (404763.3534 5755940.2606);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcedb;2;16,73;1;70;219,91;8,19;1967;56;Hainbuche;Carpinus betulus*;POINT (404866.6464 5755119.9432);�G INSELGARTEN;32;13207;20 13207 �G INSELGARTEN
00008100:000dceec;8;14,05;1;40;125,66;10;1972;51;Feld-Ahorn;Acer campestre*;POINT (404694.4813 5755133.2997);KITA AM INSELBOGEN 24;32;73201;20 73201 KITA AM INSELBOGEN 24
00008100:000dcef4;8;13,72;1;44,56;140;7,67;1987;36;Hainbuche;Carpinus betulus*;POINT(404814.79482828010804951190948486328125 5755018.181312463246285915374755859375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dcef7;211;15,81;;;;6,55;;;Unbekannt;Unbekannt;POINT (404775.5399 5755738.9345);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dceff;235;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404698.1151 5755781.386);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcf04;197;12,07;;;;3,96;;;Unbekannt;Unbekannt;POINT (404740.3778 5755755.078);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcf09;236;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404680.2167 5755786.949);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcf0a;2;4,67;;;;2,7;;;Unbekannt;Unbekannt;POINT (404730.4208 5755158.9423);KITA AM INSELBOGEN 24;32;73201;20 73201 KITA AM INSELBOGEN 24
00008100:000dcf0f;1;17,18;;;;3,17;;;Unbekannt;Unbekannt;POINT (404732.1415 5755146.0009);VG FUSSWEG AN DER KITA INSELBOGEN;32;53240;20 53240 VG FUSSWEG AN DER KITA INSELBOGEN
00008100:000dcf17;202;10,08;;;;4,09;;;Unbekannt;Unbekannt;POINT (404766.4052 5755760.2899);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcf19;12;7,7;;;;1,94;;;Unbekannt;Unbekannt;POINT (404705.4071 5755130.2001);KITA AM INSELBOGEN 24;32;73201;20 73201 KITA AM INSELBOGEN 24
00008100:000dcf20;93;11,63;;;;4,52;;;Unbekannt;Unbekannt;POINT (404796.2714 5755779.1708);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcf23;20;16,74;1;55;172,79;6,5;1982;41;Europ�ische L�rche;Larix decidua ;POINT (404682.7772 5755109.2098);VG GUT INSEL;32;53233;20 53233 VG GUT INSEL
00008100:000dcf26;17;12,07;1;45;141,37;7,44;1987;36;Winter-Linde;Tilia cordata*;POINT (404613.0321 5755137.6376);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000dcf2e;25;13,76;1;38,2;120;7;1987;36;Hainbuche;Carpinus betulus*;POINT (404799.1786 5755016.3485);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dd191;97;23;1;43;135;7;1972;51;Hainbuche;Carpinus betulus*;POINT (404945.1506 5756006.351);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcb07;8;13,38;;38,2;120;4,96;1977;46;Spitz-Ahorn;Acer platanoides*;POINT (404878.2694 5755635.0272);VG HEIMST�TTENWEG;32;53207;20 53207 VG HEIMST�TTENWEG
00008100:000dcb0a;118;13;1;35;109;8;1952;71;Spitz-Ahorn;Acer platanoides*;POINT (404859.5429 5755663.072);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dcb0f;79;4;1;33;105;5;1982;41;Japanische Bl��ten-Kirsche;Prunus serrulata 'Kanzan' ;POINT (404827.2489 5755647.305);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dcb11;21;8;1;18;56,55;55;1992;31;Winter-Linde;Tilia cordata*;POINT (404618.7206 5755024.306);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcb12;6;16,29;;41,38;130;10,1;1962;61;Spitz-Ahorn;Acer platanoides*;POINT(404856.96405975357629358768463134765625 5755635.49180609546601772308349609375);VG HEIMST�TTENWEG;32;53207;20 53207 VG HEIMST�TTENWEG
00008100:000dcb14;99;14;1;35,01;110;6;1992;31;Hainbuche;Carpinus betulus*;POINT (404634.0448 5755035.221);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcb16;100;9;1;31,19;98;5;1992;31;Hainbuche;Carpinus betulus*;POINT (404633.2372 5755042.099);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcb1a;258;17,86;;;;5,4;;;Unbekannt;Unbekannt;POINT (404803.0311 5755958.2665);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcb1b;114;9;1;28,65;90;6;1982;41;Hainbuche;Carpinus betulus*;POINT (404651.2323 5755043.26);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcb1f;30;14,82;1;40;125,66;12;1967;56;Spitz-Ahorn;Acer platanoides*;POINT (404579.0048 5755073.4305);VG GUT INSEL;32;53233;20 53233 VG GUT INSEL
00008100:000dcb24;112;1;0;0;0;1;2021;2;;Standort ohne Baum;POINT (404628.0897 5755059.528);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcb26;106;11;1;22,28;70;5;2002;21;Hainbuche;Carpinus betulus*;POINT(404628.1036552937584929168224334716796875 5755075.3647464029490947723388671875);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcb29;105;9;1;20,69;65;5;2002;21;Hainbuche;Carpinus betulus*;POINT (404621.7655 5755073.618);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcb30;109;1;0;0;0;1;2021;2;;Standort ohne Baum;POINT (404642.2411 5755084.225);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcb32;260;17,83;;;;6,2;;;Unbekannt;Unbekannt;POINT (404767.0575 5755979.1708);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcb36;195;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404762.2098 5755982.267);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcb38;39;6;1;17,83;56;2;2002;21;Stechpalme;Ilex aquifolium ;POINT(404572.0248589858529157936573028564453125 5755099.174415253102779388427734375);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000dcb3e;24;12;1;25;79;6;1972;51;Berg-Ulme;Ulmus glabra ;POINT (404766.872 5755955.546);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcb42;6;7,56;;;;2;;;Unbekannt;Unbekannt;POINT (404752.4979 5755394.9266);SP GR�NER GRUND;32;23205;20 23205 SP GR�NER GRUND
00008100:000dcb47;70;15;1;70;219,91;9;1952;71;Winter-Linde;Tilia cordata*;POINT (404447.2196 5755195.936);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dc78a;18;9;1;35;109,96;6;1982;41;Spitz-Ahorn;Acer platanoides*;POINT (404361.8182 5754850.757);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dcb9b;228;21,95;;;;13,64;;;Unbekannt;Unbekannt;POINT (404769.2714 5755864.8817);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcb9d;213;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404732.5624 5755870.989);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcc79;3;6,73;;;;4,79;;;Unbekannt;Unbekannt;POINT (404915.0888 5755254.8837);�G METZER STRASSE;32;13204;20 13204 �G METZER STRASSE
00008100:000dcdcd;210;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404756.329 5755886.544);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcde0;15;17,19;;;;3,8;;;Unbekannt;Unbekannt;POINT (404669.7313 5755097.8856);VG GUT INSEL;32;53233;20 53233 VG GUT INSEL
00008100:000dcdf0;3;8,35;1;20;62,83;6;2002;21;Schmalbl�ttrige Esche;Fraxinus angustifolia*;POINT (404687.7323 5755403.4647);SP GR�NER GRUND;32;23205;20 23205 SP GR�NER GRUND
00008100:000dcdf4;9;16;1;47,75;150;13,1;1972;51;Hainbuche;Carpinus betulus*;POINT(404738.5831200038664974272251129150390625 5755367.926931564696133136749267578125);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dcdfd;10;10;1;22;69,12;8;1997;26;Robinie;Robinia pseudoacacia*;POINT (404676.6327 5755346.1464);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dd1b0;64;6;1;17;52;4;2007;16;Spitz-Ahorn;Acer platanoides*;POINT (404959.0184 5756211.765);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:000dd1b3;54;6;1;18;57;5;1992;31;Spitz-Ahorn;Acer platanoides*;POINT (404969.4227 5756187.413);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
